Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
06/08/2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,-20.00,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"3180 18TH ST
STE 100",SAN FRANCISCO,94110,UNITED STATES,'AT252180044000011127137',General Purchases-Computer Supplies
06/08/2025,TOP BEEF                Narberth,18.00,,TOP BEEF                Narberth,THE HWB,NARBERTH,SA67 7AB,UNITED KINGDOM OF GB AND NI,'AT252180044000011099676',Entertainment-Bars & Cafés
05/08/2025,HOKA                    LONDON,165.99,,HOKA                    LONDON,130 SHAFTESBURY AVENUE,LONDON,W1D 5EU,UNITED KINGDOM OF GB AND NI,'AT252180044000011111205',General Purchases-Clothing Stores
05/08/2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,20.00,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"3180 18TH ST
STE 100",SAN FRANCISCO,94110,UNITED STATES,'AT252170074000010121271',General Purchases-Computer Supplies
05/08/2025,PADDLE.NET* MAGICPAGES  LONDON,13.80,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT252170044000011094064',General Purchases-Computer Supplies
05/08/2025,SP POM POM LONDON       RINGWOOD,99.95,,SP POM POM LONDON       RINGWOOD,CROW HILL HOUSE,RINGWOOD,BH24,UNITED KINGDOM OF GB AND NI,'AT252180044000011107675',General Purchases-Clothing Stores
05/08/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,19.94,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT252170044000011099592',General Purchases-Groceries
04/08/2025,AEROMEXICO 8697904      MYB E2 MEXICO,51.51,"ROUTING:    FROM:     LONDON HEATHROW AP
TO:       MEXICO CITY BENITOCARRIER:        AM  CLASS:          R
TICKET NUMBER:  13921583829613          PASSENGER NAME: LINDLEY/PHILLIP
Foreign Spend Amount: 1,247.00 MEXICAN PESO Commission Amount: 1.50 Currency Exchange Rate: 24.935",AEROMEXICO 8697904      MYB E2 MEXICO,"AV PASEO DE LA REFORMA 243 25
CUAUHTEMOC
CUAUHTEMOC",MEXICO,06500,MEXICO,'AT252170044000011099097',Travel-Airline
04/08/2025,PAYMENT RECEIVED - THANK YOU,-1500.00,,PAYMENT RECEIVED - THANK YOU,,,,,'AT252160101000010093902',
03/08/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,150.00,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT252150038000011333284',General Purchases-Computer Supplies
02/08/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,2.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT252150038000011327290',Travel-Other Travel
01/08/2025,BRITISH AIRWAYS GB DIRE WEST DRAYTON,79.50,"ROUTING:    FROM:     AMSTERDAM
TO:       LONDON HEATHROW APCARRIER:        BA  CLASS:          U
TICKET NUMBER:  1252215057301           PASSENGER NAME: MR PHILLIP LINDLEY",BRITISH AIRWAYS GB DIRE WEST DRAYTON,"WATERSIDE HDA1
HARMONSWORTH",WEST DRAYTON,UB7 0GB,UNITED KINGDOM OF GB AND NI,'AT252150038000011334758',Travel-Airline
01/08/2025,GOOGLE*GSUITE VIBECODEM CC GOOGLE.COM,0.22,,GOOGLE*GSUITE VIBECODEM CC GOOGLE.COM,70 SIR JOHN ROGERSONS QUAY,DUBLIN,DUBLIN 2,IRELAND,'AT252130049000011214902',General Purchases-Computer Supplies
01/08/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,11.20,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT252140035000011246593',Travel-Other Travel
01/08/2025,THE Z HOTEL VICTORIA 5  LONDON,75.60,,THE Z HOTEL VICTORIA 5  LONDON,5 LOWER BELGRAVE STREET,LONDON,SW1W 0NR,UNITED KINGDOM OF GB AND NI,'AT252150038000011291786',Travel-Lodging
31/07/2025,GOOGLE*GSUITE NFTNEARME CC GOOGLE.COM,18.78,,GOOGLE*GSUITE NFTNEARME CC GOOGLE.COM,70 SIR JOHN ROGERSONS QUAY,DUBLIN,DUBLIN 2,IRELAND,'AT252130049000011174671',General Purchases-Computer Supplies
29/07/2025,NS REIZIGERS B.V. 528   AMSTERDAM,3.93,"Foreign Spend Amount: 4,40 EUROPEAN UNION EURO Commission Amount: 0.11 Currency Exchange Rate: 1.1518",NS REIZIGERS B.V. 528   AMSTERDAM,"LAAN VAN PUNTENBURG
100",UTRECHT,3511 ER,NETHERLANDS,'AT252110046000011092206',Travel-Rail Services
28/07/2025,PAYPAL *LUKEJONES142    4029357733,55.73,Foreign Spend Amount: 72.00 UNITED STATES DOLLAR Commission Amount: 1.62 Currency Exchange Rate: 1.3306,PAYPAL *LUKEJONES142    4029357733,2211 NORTH FIRST ST,SAN JOSE,95131,UNITED STATES,'AT252110046000011132996',Business Services-Internet Services
22/07/2025,11992 MALAGA LARIOS 6 S MALAGA,-20.53,"Foreign Spend Amount: 22,99 EUROPEAN UNION EURO Commission Amount: 0.60 Currency Exchange Rate: 1.1535",11992 MALAGA LARIOS 6 S MALAGA,"MARQUES DE LARIOS
6",MALAGA,29005,SPAIN,'AT252040056000011027501',General Purchases-Clothing Stores
22/07/2025,KLM                     LONDON,313.90,"ROUTING:    FROM:     AMSTERDAM
TO:       BERLIN (MET.)     CARRIER:        KL  CLASS:          Q
TO:       AMSTERDAM         CARRIER:        KL  CLASS:          A
TICKET NUMBER:  07421266770352          PASSENGER NAME: LINDLEY/PHILLIP MX",KLM                     LONDON,SUBMISSIONS GBP,UK,A1,UNITED KINGDOM OF GB AND NI,'AT252070067000010153991',Travel-Airline
20/07/2025,11992 MALAGA LARIOS 6 S MALAGA,153.78,"Foreign Spend Amount: 172,18 EUROPEAN UNION EURO Commission Amount: 4.46 Currency Exchange Rate: 1.153",11992 MALAGA LARIOS 6 S MALAGA,"MARQUES DE LARIOS
6",MALAGA,29005,SPAIN,'AT252020048000011045960',General Purchases-Clothing Stores
20/07/2025,FARMACIA CAFFARENA 2131 MALAGA,12.46,"Foreign Spend Amount: 13,95 EUROPEAN UNION EURO Commission Amount: 0.36 Currency Exchange Rate: 1.1528",FARMACIA CAFFARENA 2131 MALAGA,ALAMEDA PRINCIPAL 2 ESQUINA LARIOS,MALAGA,29005,SPAIN,'AT252020048000011064188',General Purchases-Pharmacies
20/07/2025,FARMACIA CAFFARENA 2131 MALAGA,17.81,"Foreign Spend Amount: 19,95 EUROPEAN UNION EURO Commission Amount: 0.52 Currency Exchange Rate: 1.1538",FARMACIA CAFFARENA 2131 MALAGA,ALAMEDA PRINCIPAL 2 ESQUINA LARIOS,MALAGA,29005,SPAIN,'AT252020048000011064190',General Purchases-Pharmacies
20/07/2025,FARMACIA CAFFARENA 2131 MALAGA,21.39,"Foreign Spend Amount: 23,95 EUROPEAN UNION EURO Commission Amount: 0.62 Currency Exchange Rate: 1.1531",FARMACIA CAFFARENA 2131 MALAGA,ALAMEDA PRINCIPAL 2 ESQUINA LARIOS,MALAGA,29005,SPAIN,'AT252020048000011064189',General Purchases-Pharmacies
20/07/2025,INTIM UOMO C/LARIOS IY5 MALAGA,23.17,"Foreign Spend Amount: 25,95 EUROPEAN UNION EURO Commission Amount: 0.67 Currency Exchange Rate: 1.1533",INTIM UOMO C/LARIOS IY5 MALAGA,"MARQUES DE LARIOS 6 LOCAL 1 2
IZQ",MALAGA,29005,SPAIN,'AT252020048000011045921',General Purchases-Arts & Jewellery
19/07/2025,LIFEMILES COM CUR AX    SAN JOSE,9.20,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.27 Currency Exchange Rate: 1.3437",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT252020048000011078643',Travel-Airline
18/07/2025,PADDLE.NET* MAGICPAGES  LONDON,5.52,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251990048000011174761',General Purchases-Computer Supplies
16/07/2025,AIR EUROPA              LLUCMAJOR,98.50,"ROUTING:    FROM:     PORTO
TO:       MADRID BARAJAS APTCARRIER:        UX  CLASS:          P
TO:       MALAGA            CARRIER:        UX  CLASS:          P
TICKET NUMBER:  7R9SJD                  PASSENGER NAME: PhillipLindley",AIR EUROPA              LLUCMAJOR,"CTRA ARENAL - LLUMAJOR KM
215",LLUCMAJOR,07620,SPAIN,'AT251980043000011165558',Travel-Airline
16/07/2025,AVIANCA LIFE MILES AX   SAN JOSE,223.45,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 291.24 UNITED STATES DOLLAR Commission Amount: 6.49 Currency Exchange Rate: 1.3423",AVIANCA LIFE MILES AX   SAN JOSE,SAN JOSE.,SAN JOSE,,COSTA RICA,'AT252020048000011078646',Travel-Airline
16/07/2025,EXPEDIA 73175550393075  EXPEDIA.CO.UK,157.01,,EXPEDIA 73175550393075  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251970073000010135362',Travel-Travel Agencies
15/07/2025,MICROSOFT*STORE         MSBILL.INFO,14.99,,MICROSOFT*STORE         MSBILL.INFO,"MICROSOFT CAMPUS
THAMES VALLEY PARK
BERKSHIRE",READING,RG6 1WG,UNITED KINGDOM OF GB AND NI,'AT251970055000011051860',General Purchases-Online Purchases
13/07/2025,AUDIBLE UK              ADBL.CO/PYMT,8.99,,AUDIBLE UK              ADBL.CO/PYMT,500 CHISWICK HIGH ROAD,LONDON,W4 5RG,UNITED KINGDOM OF GB AND NI,'AT251950110000011139880',General Purchases-Online Purchases
13/07/2025,GET GRAB LIMITED        LONDON,8.02,,GET GRAB LIMITED        LONDON,"60 GOSWELL ROAD
DEVONSHIRE HOUSE",LONDON,EC1M 7AD,UNITED KINGDOM OF GB AND NI,'AT251940036000011307674',Entertainment-Restaurants
13/07/2025,UBER TRIP               HTTPS://HELP.UB,30.93,,UBER TRIP               HTTPS://HELP.UB,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT251950110000011110663',Travel-Taxis & Coach
12/07/2025,EASYJET                 LUTON,138.98,"ROUTING:    FROM:     BRISTOL
TO:       PORTO             CARRIER:        U2  CLASS:          Y
TICKET NUMBER:  K9TTL39                 PASSENGER NAME: PHILLIP LINDLEY",EASYJET                 LUTON,HANGER 89 LONDON LUTON AIRPORT,LUTON,LU2 9PF,UNITED KINGDOM OF GB AND NI,'AT251940036000011324200',Travel-Airline
12/07/2025,"JD Wetherspoons PLC     Watford,",2.99,,"JD Wetherspoons PLC     Watford,",WETHERSPOON HOUSE REEDS CRESCENT,WATFORD,WD24 4QL,UNITED KINGDOM OF GB AND NI,'AT251940036000011286888',Entertainment-Bars & Cafés
12/07/2025,"JD Wetherspoons PLC     Watford,",8.41,,"JD Wetherspoons PLC     Watford,",WETHERSPOON HOUSE REEDS CRESCENT,WATFORD,WD24 4QL,UNITED KINGDOM OF GB AND NI,'AT251940036000011286822',Entertainment-Bars & Cafés
12/07/2025,Owain Glyndwr Cardiff O Cardiff,13.40,,Owain Glyndwr Cardiff O Cardiff,ST JOHN STREETCHURCH STREET,CARDIFF,CF10 1GL,UNITED KINGDOM OF GB AND NI,'AT251940036000011261888',Entertainment-Restaurants
12/07/2025,TESCO STORE 4876 4876TE SOUTH GLAMORGAN,8.25,,TESCO STORE 4876 4876TE SOUTH GLAMORGAN,4-5 CENTRAL SQUARE 1,CARDIFF,CF10 1ER,UNITED KINGDOM OF GB AND NI,'AT251930063000010156763',General Purchases-Groceries
12/07/2025,TRAINLINE Trainline     LONDON,11.75,,TRAINLINE Trainline     LONDON,120 HOLBORN,LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT251940036000011285650',Travel-Rail Services
10/07/2025,PAYMENT RECEIVED - THANK YOU,-270.66,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010706999912910',
08/07/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,42.42,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT251900046000011261912',General Purchases-Groceries
05/07/2025,Anemone                 Bath,48.00,,Anemone                 Bath,"18
Milsom Place
Somerset",BATH,BA1 1BZ,UNITED KINGDOM OF GB AND NI,'AT251860036000011210685',General Purchases-Florists & Gardening
05/07/2025,CENTER PARCS LONGLEAT K NOTTINGHAMSHIRE,587.00,Longleat - KeyIVR,CENTER PARCS LONGLEAT K NOTTINGHAMSHIRE,"ONE EDISON RISE
NEW OLLERTON
NEWARK",NOTTINGHAMSHIRE,NG22 9DP,UNITED KINGDOM OF GB AND NI,'AT251870039000011335909',Travel-Lodging
05/07/2025,CENTER PARCS LONGLEAT L LONGLEAT,65.00,Longleat - Leisure - Village,CENTER PARCS LONGLEAT L LONGLEAT,CENTER PARCS - LONGLEAT,LONGLEAT,BA12 7PU,UNITED KINGDOM OF GB AND NI,'AT251870039000011335910',Travel-Lodging
05/07/2025,PADDLE.NET* MAGICPAGES  LONDON,13.80,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251860036000011159754',General Purchases-Computer Supplies
04/07/2025,EXPEDIA 73163528732054  EXPEDIA.CO.UK,182.67,,EXPEDIA 73163528732054  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251860036000011159018',Travel-Travel Agencies
04/07/2025,TRAINLINE Trainline     LONDON,45.80,,TRAINLINE Trainline     LONDON,120 HOLBORN,LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT251860036000011200398',Travel-Rail Services
03/07/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,99.19,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT251840045000011074043',General Purchases-Computer Supplies
01/07/2025,PAYMENT RECEIVED - THANK YOU,-1420.00,,PAYMENT RECEIVED - THANK YOU,,,,,'AT251820097000010067451',
30/06/2025,EXPEDIA 73158695949432  EXPEDIA.CO.UK,68.73,,EXPEDIA 73158695949432  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251820048000011125890',Travel-Travel Agencies
30/06/2025,EXPEDIA 73158891995001  EXPEDIA.CO.UK,235.64,,EXPEDIA 73158891995001  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251820048000011125651',Travel-Travel Agencies
29/06/2025,APPLE.COM/US            CUPERTINO,74.42,Foreign Spend Amount: 99.00 UNITED STATES DOLLAR Commission Amount: 2.16 Currency Exchange Rate: 1.37,APPLE.COM/US            CUPERTINO,12545 RIATA VIS CIR,AUSTIN,78727-6524,UNITED STATES,'AT251820048000011083895',General Purchases-Online Purchases
23/06/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,75.00,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT251750049000011006371',General Purchases-Computer Supplies
21/06/2025,EXPEDIA 73147947379204  EXPEDIA.CO.UK,13.81,,EXPEDIA 73147947379204  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251730036000011284481',Travel-Travel Agencies
19/06/2025,LIFEMILES COM CUR AX    SAN JOSE,9.18,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.27 Currency Exchange Rate: 1.3468",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT251720039000011260270',Travel-Airline
18/06/2025,PADDLE.NET* MAGICPAGES  LONDON,5.52,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251690046000011040860',General Purchases-Computer Supplies
16/06/2025,AIRALO                  SINGAPORE,32.00,,AIRALO                  SINGAPORE,79 ANSON ROAD,SINGAPORE,079906,SINGAPORE,'AT251670047000011059373',Business Services-Internet Services
13/06/2025,AUDIBLE UK              ADBL.CO/PYMT,7.99,,AUDIBLE UK              ADBL.CO/PYMT,500 CHISWICK HIGH ROAD,LONDON,W4 5RG,UNITED KINGDOM OF GB AND NI,'AT251640074000010155788',General Purchases-Online Purchases
13/06/2025,EXPEDIA 73138856399647  EXPEDIA.CO.UK,288.14,,EXPEDIA 73138856399647  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251650043000011247946',Travel-Travel Agencies
13/06/2025,LATAM Airlines Group WW London,153.20,"ROUTING:    FROM:     BOGOTA
TO:       SANTA MARTA       CARRIER:        LA  CLASS:          V
TO:       BOGOTA            CARRIER:        LA  CLASS:          X
TICKET NUMBER:  0453559857893           PASSENGER NAME: RAMIREZ RODRIGUEZ/LAURA",LATAM Airlines Group WW London,CLEGANITOS 47,28013  MADRID,AA0,UNITED KINGDOM OF GB AND NI,'AT251650043000011207667',Travel-Travel Agencies
13/06/2025,LATAM Airlines Group WW London,153.20,"ROUTING:    FROM:     BOGOTA
TO:       SANTA MARTA       CARRIER:        LA  CLASS:          V
TO:       BOGOTA            CARRIER:        LA  CLASS:          X
TICKET NUMBER:  0453559857894           PASSENGER NAME: LINDLEY/PHILLIP ADAM DRO",LATAM Airlines Group WW London,CLEGANITOS 47,28013  MADRID,AA0,UNITED KINGDOM OF GB AND NI,'AT251650043000011207668',Travel-Travel Agencies
13/06/2025,WWW.PERPLEXITY.AI       SAN FRANCISCO,2.28,Foreign Spend Amount: 3.00 UNITED STATES DOLLAR Commission Amount: 0.07 Currency Exchange Rate: 1.3574,WWW.PERPLEXITY.AI       SAN FRANCISCO,"115 SANSOME ST
SUITE 900",SAN FRANCISCO,94104,UNITED STATES,'AT251650043000011242556',Business Services-Office Supplies
09/06/2025,PAYMENT RECEIVED - THANK YOU,-1431.05,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010605999801000',
06/06/2025,AMZNMKTPLACE            AMAZON.CO.UK,-135.00,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251570070000010106233',General Purchases-Online Purchases
05/06/2025,PADDLE.NET* MAGICPAGES  LONDON,13.80,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251560032000011010471',General Purchases-Computer Supplies
30/05/2025,3CPAYMENT*MOXY AMSTERDA HOOFDDORP,5.30,"Foreign Spend Amount: 6,11 EUROPEAN UNION EURO Commission Amount: 0.15 Currency Exchange Rate: 1.1864",3CPAYMENT*MOXY AMSTERDA HOOFDDORP,HOEKSTEEN 74-84,HOOFDDORP,2132 MS,NETHERLANDS,'AT251510038000011114650',Travel-Lodging
29/05/2025,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,"THE RIVER BUILDING - LEVEL 1 CANNON
BRIDGE HOUSE 1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT251490047000011007804',Entertainment-Restaurants
29/05/2025,KLM                     LONDON,62.90,TICKET NUMBER:  07441211514800          PASSENGER NAME: LINDLEY/PHILLIP MR,KLM                     LONDON,SUBMISSIONS GBP,UK,A1,UNITED KINGDOM OF GB AND NI,'AT251510038000011143945',Travel-Airline
29/05/2025,RADICAL LONDON          ROMA,6.75,,RADICAL LONDON          ROMA,"VIA FIDENE
23",ROMA,00183,ITALY,'AT251490047000011003285',Travel-Other Travel
29/05/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,12.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT251500046000011099598',Travel-Other Travel
28/05/2025,AMZNMKTPLACE            AMAZON.CO.UK,-145.00,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251480070000010130468',General Purchases-Online Purchases
28/05/2025,DELIVEROO               LONDON,41.47,,DELIVEROO               LONDON,"THE RIVER BUILDING - LEVEL 1 CANNON
BRIDGE HOUSE 1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT251490047000011014640',Entertainment-Restaurants
28/05/2025,KLM                     LONDON,895.62,"ROUTING:    FROM:     LONDON HEATHROW AP
TO:       AMSTERDAM         CARRIER:        KL  CLASS:          Y
TO:       BOGOTA            CARRIER:        KL  CLASS:          A
TO:       LONDON HEATHROW APCARRIER:        AF  CLASS:          V
TICKET NUMBER:  07421247691196          PASSENGER NAME: LINDLEY/PHILLIP MR",KLM                     LONDON,SUBMISSIONS GBP,UK,A1,UNITED KINGDOM OF GB AND NI,'AT251500046000011094088',Travel-Airline
28/05/2025,LUSH UK                 BRISTOL,15.50,,LUSH UK                 BRISTOL,73 THE BROADMEAD,BRISTOL,BS1 3DX,UNITED KINGDOM OF GB AND NI,'AT251490047000010986771',General Purchases-General Retail
28/05/2025,MEMBERSHIP FEE,195.00,,MEMBERSHIP FEE,,,,,'10000000010528999858550',
28/05/2025,SAINSBURY'S SUPERMARKET BRISTOL,9.00,GOODS,SAINSBURY'S SUPERMARKET BRISTOL,46-56 QUEENS ROAD,BRISTOL,BS8 1RE,UNITED KINGDOM OF GB AND NI,'AT251490047000011043402',General Purchases-Groceries
28/05/2025,TRAINLINE Trainline     LONDON,27.20,,TRAINLINE Trainline     LONDON,120 HOLBORN,LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT251490047000010995359',Travel-Rail Services
27/05/2025,HOKA                    LONDON,135.00,,HOKA                    LONDON,130 SHAFTESBURY AVENUE,LONDON,W1D 5EU,UNITED KINGDOM OF GB AND NI,'AT251480042000011044503',General Purchases-Clothing Stores
27/05/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,89.05,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT251480042000011053873',General Purchases-Groceries
27/05/2025,TESCO STORE 3017 3017TE PEMBROKE DOCK,20.00,,TESCO STORE 3017 3017TE PEMBROKE DOCK,"LONDON ROAD
PEMBROKESHIRE",PEMBROKE DOCK,SA72,UNITED KINGDOM OF GB AND NI,'AT251480042000011000511',General Purchases-Groceries
27/05/2025,asos.com                London,59.98,,asos.com                London,GREATER LONDON HOUSE HAMPSTEAD ROAD 2ND FLOOR,LONDON,NW1 7FB,UNITED KINGDOM OF GB AND NI,'AT251480042000011044335',General Purchases-Online Purchases
25/05/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,6.10,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT251450043000011382062',General Purchases-Groceries
23/05/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,125.18,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT251440038000011040759',General Purchases-Computer Supplies
23/05/2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,-60.00,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"3180 18TH ST
STE 100",SAN FRANCISCO,94110,UNITED STATES,'AT251440038000011034256',General Purchases-Computer Supplies
22/05/2025,KABOODLE TI* FIELD DAY  MANCHESTER,-196.90,,KABOODLE TI* FIELD DAY  MANCHESTER,"UNIT 14 FIRST FLOOR
ONE EXPRESS 1 GEORGE LEIGH STREET",MANCHESTER,M4 5DL,UNITED KINGDOM OF GB AND NI,'AT251430042000011039966',Entertainment-General Events
20/05/2025,LIDL HAVERFORDWEST 1603 HAVERFORDWEST,8.14,LIDL-STORES,LIDL HAVERFORDWEST 1603 HAVERFORDWEST,PERROTS ROAD,HAVERFORDWEST,SA61 2HD,UNITED KINGDOM OF GB AND NI,'AT251410050000011064159',General Purchases-Groceries
19/05/2025,LIFEMILES COM CUR AX    SAN JOSE,9.26,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.27 Currency Exchange Rate: 1.3348",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT251410050000011067137',Travel-Airline
18/05/2025,GARDEN OF WALES GARDEN  CAERFYRDDIN,41.00,,GARDEN OF WALES GARDEN  CAERFYRDDIN,MIDDLETON HALL,CARMARTHEN,SA32 8HG,UNITED KINGDOM OF GB AND NI,'AT251390046000010969515',Entertainment-General Attractions
18/05/2025,PADDLE.NET* MAGICPAGES  LONDON,5.52,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251380096000011247061',General Purchases-Computer Supplies
16/05/2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,60.00,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"3180 18TH ST
STE 100",SAN FRANCISCO,94110,UNITED STATES,'AT251370039000011133885',General Purchases-Computer Supplies
15/05/2025,"JD Wetherspoons PLC     Watford,",36.65,,"JD Wetherspoons PLC     Watford,",WETHERSPOON HOUSE REEDS CRESCENT,WATFORD,WD24 4QL,UNITED KINGDOM OF GB AND NI,'AT251360045000011052476',Entertainment-Bars & Cafés
14/05/2025,AMAZON PRIME*FF6LW9WA5  AMZN.CO.UK/PM,95.00,,AMAZON PRIME*FF6LW9WA5  AMZN.CO.UK/PM,38 AVENUE JOHN F KENNEDY,LUXEMBOURG,L-1855,,'AT251340074000010108275',General Purchases-Online Purchases
